sku,cat1,cat2,cat3
154721,Salud,Vitaminas y Minerales,Multivitamínicos
154722,Salud,Óptica,Salud ocular
154754,Cosmética y Belleza,Facial,Acné
154754pack,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
154759,Cosmética y Belleza,Sol,Protectores solares
154763,Infantil,Higiene infantil,Gel-Champú
154791,Cosmética y Belleza,Sol,Protectores solares
154792,Infantil,Higiene infantil,Pieles Atópicas
154800,Cosmética y Belleza,Sol,Protectores solares
154800+169324,Cosmética y Belleza,Sol,Protectores solares
154801,Cosmética y Belleza,Corporal,Hidratación
154802,Cosmética y Belleza,Corporal,Hidratación
154814,Salud,Aromaterapia,Aceites esenciales
154836,Salud,Problemas cardiovasculares y circulación,Colesterol
"154837,Salud,Botiquín,""Apósitos, tiritas y gasas"""
154841,Cosmética y Belleza,Facial,Antimanchas
154854,Salud,Óptica,Salud ocular
154855,Salud,Óptica,Colirios
154861,Cosmética y Belleza,Corporal,Estrias
154877,Cosmética y Belleza,Manos,Crema de Manos
154884,Cosmética y Belleza,Sol,Protectores solares
154887.Blanca,Infantil,Chupetes,Cadenitas Chupetes
154887.Verde,Infantil,Chupetes,Cadenitas Chupetes
154888,Cosmética y Belleza,Facial,Dermatitis y Eczemas
154970,Salud,Trastornos digestivos ,
154979,Cosmética y Belleza,Facial,Antiarrugas
154980,Higiene y cuidado personal,Nariz y oído,Tapones y protección
"154981,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"154982,Salud,Botiquín,""Apósitos, tiritas y gasas"""
154985,Cosmética y Belleza,Sol,Protectores solares
154988,Higiene y cuidado personal,Dental,Colutorios
154997,Salud,Ortopedia,Plantillas
154999,Cosmética y Belleza,Sol,Protectores solares
1550040,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
155016,Salud,Vitaminas y Minerales,Multivitamínicos
155017,Salud,Vitaminas y Minerales,Multivitamínicos
155077,Higiene y cuidado personal,Dental,Blanqueamiento Dental
"1550815,Salud,""Huesos, articulaciones y músculos"",Colágeno"
"1550815regalo,Salud,""Huesos, articulaciones y músculos"",Colágeno"
155098,Cosmética y Belleza,Corporal,Hidratación
155099,Cosmética y Belleza,Corporal,Hidratación
155139,Infantil,Alimentación infantil,Papillas
155144,Cosmética y Belleza,Sol,Protectores solares
155145,Cosmética y Belleza,Sol,Protectores solares
155146,Higiene y cuidado personal,Dental,Cuidados Especiales
155165,Higiene y cuidado personal,Dental,Colutorios
155167,Higiene y cuidado personal,Corporal,Desodorantes
155168,Higiene y cuidado personal,Dental,Dentífricos
155169,Higiene y cuidado personal,Corporal,Desodorantes
155170,Higiene y cuidado personal,Corporal,Desodorantes
155171,Cosmética y Belleza,Facial,Antiarrugas
155176,Higiene y cuidado personal,Dental,Cepillos
155184,Higiene y cuidado personal,Dental,Cepillos
155230,Cosmética y Belleza,Hombres,Reductores - Abdominales
155233,Higiene y cuidado personal,Nariz y oído,Limpieza
155239,Higiene y cuidado personal,Íntima,Incontinencia
155240,Higiene y cuidado personal,Íntima,Incontinencia
155275,Infantil,Higiene infantil,Hidratantes
155286,Salud,Belleza,Piel
155362,Higiene y cuidado personal,Corporal,Geles
155372,Salud,Vitaminas y Minerales,Suplementos
155412,Cosmética y Belleza,Corporal,Hidratación
155414,Cosmética y Belleza,Corporal,Piel Seca y atópica
155423,Higiene y cuidado personal,Cabello,Piojos
155444,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
155445,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
155446,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
155451,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
155492,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
155493,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
155494,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
155495,Cosmética y Belleza,Facial,Antiarrugas
155496,Cosmética y Belleza,Facial,Antiarrugas
155497,Cosmética y Belleza,Facial,Antiarrugas
155499,Higiene y cuidado personal,Pies,Hidratantes Pies
155506,Salud,Vitaminas y Minerales,Multivitamínicos
"155507,Salud,""Huesos, articulaciones y músculos"",Colágeno"
155512,Salud,Botiquín,Desinfectantes
155513,Salud,Botiquín,Desinfectantes
155531,Higiene y cuidado personal,Dental,Colutorios
155549,Higiene y cuidado personal,Dental,Cepillos
155581,Cosmética y Belleza,Facial,Acné
155588,Higiene y cuidado personal,Dental,Dentífricos
155596,Salud,Aparato Respiratorio,Garganta y tos
155634,Higiene y cuidado personal,Cabello,Anticaspa
155674,Cosmética y Belleza,Facial,Acné
155675,Cosmética y Belleza,Facial,Acné
155676,Salud,Vitaminas y Minerales,Multivitamínicos
155677,Salud,Vitaminas y Minerales,Multivitamínicos
155682,Salud,Vitaminas y Minerales,Multivitamínicos
155692,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
155694,Salud,Botiquín,Antimosquitos
155694x2,Cosmética y Belleza,Sol,Protectores solares
155705,Higiene y cuidado personal,Cabello,Anticaída
155727,Cosmética y Belleza,Facial,Antiarrugas
155729,Cosmética y Belleza,Ojos,Contorno de Ojos
155735,Higiene y cuidado personal,Íntima,Protegeslip
155756,Cosmética y Belleza,Corporal,Piel Seca y atópica
1557612,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
"155796,Salud,Botiquín,""Apósitos, tiritas y gasas"""
155798,Higiene y cuidado personal,Cabello,Anticaspa
155799,Higiene y cuidado personal,Cabello,Anticaspa
"155815,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"155816,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"155817,Salud,Botiquín,""Apósitos, tiritas y gasas"""
155827,Salud,Botiquín,Quemaduras y cicatrices
155828,Salud,Botiquín,Quemaduras y cicatrices
155833,Cosmética y Belleza,Hombres,Hidratantes
155835,Cosmética y Belleza,Facial,Antiarrugas
155837,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
155844,Cosmética y Belleza,Corporal,Reductores y reafirmantes
155859,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
155869,Infantil,Biberones,Tetinas
155870.Azul,Infantil,Biberones,Biberones
155893,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
155902,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
155905,Salud,Aparato Respiratorio,Garganta y tos
155907,Salud,Trastornos digestivos ,Estreñimiento
"155917,Salud,Botiquín,""Apósitos, tiritas y gasas"""
155920,Higiene y cuidado personal,Cabello,Anticaída
155921,Salud,Aparato Urinario,Próstata
156030,Salud,Aparato Urinario,cistitis
156033,Cosmética y Belleza,Corporal,Hidratación
156036,Cosmética y Belleza,Ojos,Pestañas
156036.tv,Cosmética y Belleza,Ojos,Pestañas
156105,Higiene y cuidado personal,Cabello,Anticaída
156121,Salud,Mujer,Embarazo y lactancia
156122,Infantil,Higiene infantil,Hidratantes
156138,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
156139,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
156140,Cosmética y Belleza,Facial,Acné
156140+159249,Cosmética y Belleza,Facial,Serum
156144,Cosmética y Belleza,Facial,Maquillajes
156145,Cosmética y Belleza,Facial,Maquillajes
156150,Infantil,Chupetes,Chupetes de Silicona
156150.rojo,Infantil,Chupetes,Chupetes de Silicona
156170,Higiene y cuidado personal,Cabello,Anticaspa
156255,Higiene y cuidado personal,Íntima,Limpieza
156265,Salud,Salud Sexual,Preservativos
156283,Salud,Vitaminas y Minerales,Multivitamínicos
156284,Salud,Vitaminas y Minerales,Jalea real
156285,Nutrición,Nutrición específica,Niños
156286,Salud,Vitaminas y Minerales,Multivitamínicos
156316,Cosmética y Belleza,Facial,Antiarrugas
156320,Higiene y cuidado personal,Dental,Dentífricos
156324,Salud,Vitaminas y Minerales,Suplementos
"156332,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"156333,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"156334,Salud,Botiquín,""Apósitos, tiritas y gasas"""
156354,Salud,Salud Sexual,Lubricantes
156355,Higiene y cuidado personal,Nariz y oído,Limpieza
156467,Infantil,Higiene infantil,Gel-Champú
156475,Cosmética y Belleza,Facial,Acné
156476,Cosmética y Belleza,Facial,Antiarrugas
156477,Cosmética y Belleza,Facial,Hidratantes
156483,Cosmética y Belleza,Ojos,Contorno de Ojos
156493,Infantil,Alimentación infantil,Leches infantiles
156507,Higiene y cuidado personal,Dental,Prótesis Dentales
156535,Salud,Fertilidad,Fertilidad y concepción
156554,Infantil,Higiene infantil,Crema pañal
156558,Salud,Aparato Urinario,cistitis
156569,Infantil,Alimentación infantil,Leches infantiles
156587,Higiene y cuidado personal,Cabello,Anticaída
156589,Higiene y cuidado personal,Cabello,Anticaída
156607,Nutrición,Pérdida de peso,Quemagrasas
156618,Higiene y cuidado personal,Dental,Cepillos eléctricos
156622,Higiene y cuidado personal,Dental,Cepillos
156630,Higiene y cuidado personal,Dental,Cepillos eléctricos
156645,Nutrición,Pérdida de peso,Quemagrasas
156646,Higiene y cuidado personal,Cabello,Anticaída
156647,Salud,Problemas cardiovasculares y circulación,
156648,Higiene y cuidado personal,Cabello,Champu
156652,Salud,Trastornos digestivos ,Flora intestinal y digestión
156704,Salud,Belleza,Antienvejecimiento
156737,Higiene y cuidado personal,Cabello,Champu
156790,Infantil,Biberones,Tetinas
156792,Salud,Trastornos digestivos ,
156793,Nutrición,Pérdida de peso,Activadores
156829.Duplo,Salud,Salud Sexual,Lubricantes
156846,Salud,Óptica,Colirios
156850,Infantil,Biberones,Tetinas
156852,Infantil,Biberones,Tetinas
156868,Salud,Belleza,Piel
156874,Higiene y cuidado personal,Corporal,Desodorantes
156892,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
156892.lila,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
156892Rosa,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
156892Verde,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
156894Azul,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
156894RosaAsas,Infantil,Accesorios de alimentación,Útiles de Aprendizaje
156899,Higiene y cuidado personal,Cabello,Peinado y tratamiento
156922,Infantil,Preparación al parto y maternidad,Bragas y compresas postparto
156955,Higiene y cuidado personal,Íntima,Hidratantes
156974,Higiene y cuidado personal,Íntima,Limpieza
157015,Higiene y cuidado personal,Corporal,Desodorantes
157025,Cosmética y Belleza,Ojos,Bolsas en ojos
157044,Infantil,Biberones,Tetinas
157046,Cosmética y Belleza,Uñas,Limas y tratamiento uñas
157071,Infantil,Higiene infantil,Crema pañal
157078,Salud,Aparato Urinario,Incontinencia
157079,Salud,Aparato Urinario,Incontinencia
"157082,Salud,""Huesos, articulaciones y músculos"",Recuperación muscular"
157084,Cosmética y Belleza,Ojos,Contorno de Ojos
157115,Cosmética y Belleza,Labial,Hidratantes Labiales
157123,Cosmética y Belleza,Labial,Hidratantes Labiales
157131,Cosmética y Belleza,Labial,Hidratantes Labiales
157133,Cosmética y Belleza,Facial,Antiarrugas
157134,Cosmética y Belleza,Ojos,Contorno de Ojos
157135,Cosmética y Belleza,Facial,Antiarrugas
157138,Higiene y cuidado personal,Dental,Dentífricos
157143,Cosmética y Belleza,Sol,Protectores solares
157161,Cosmética y Belleza,Corporal,Hidratación
157162,Higiene y cuidado personal,Dental,Cuidados Especiales
157163,Salud,Botiquín,Quemaduras y cicatrices
157168,Higiene y cuidado personal,Dental,Colutorios
157169,Higiene y cuidado personal,Dental,Colutorios
157170,Higiene y cuidado personal,Dental,Colutorios
157185,Cosmética y Belleza,Corporal,Hidratación
157190,Nutrición,Pérdida de peso,Drenajes
157196,Higiene y cuidado personal,Íntima,Limpieza
157199,Higiene y cuidado personal,Dental,Colutorios
157200,Higiene y cuidado personal,Dental,Colutorios
157201,Higiene y cuidado personal,Dental,Colutorios
157202,Higiene y cuidado personal,Dental,Colutorios
157203,Higiene y cuidado personal,Dental,Dentífricos
157204,Higiene y cuidado personal,Dental,Dentífricos
157205,Higiene y cuidado personal,Dental,Dentífricos
157208,Higiene y cuidado personal,Dental,Dentífricos
157210,Cosmética y Belleza,Uñas,Limas y tratamiento uñas
157228,Salud,Óptica,Colirios
157235,Salud,Vitaminas y Minerales,
"157251,Salud,Botiquín,""Apósitos, tiritas y gasas"""
157253,Higiene y cuidado personal,Dental,Dentífricos
157288,Higiene y cuidado personal,Dental,Cuidados Especiales
157294,Salud,Vitaminas y Minerales,Multivitamínicos
157305,Higiene y cuidado personal,Cabello,Mascarillas
157357,Higiene y cuidado personal,Cabello,Champu
157357x2,Higiene y cuidado personal,Cabello,Champu
157359,Cosmética y Belleza,Sol,Protectores solares
157375,Higiene y cuidado personal,Corporal,Geles
157379,Cosmética y Belleza,Corporal,Piel Seca y atópica
157380,Cosmética y Belleza,Corporal,Hidratación
157381,Cosmética y Belleza,Corporal,Hidratación
157382,Salud,Vitaminas y Minerales,Suplementos
157411,Higiene y cuidado personal,Dental,Colutorios
157417,Higiene y cuidado personal,Cabello,Anticaída
157418,Higiene y cuidado personal,Cabello,Anticaída
157422,Salud,Vitaminas y Minerales,Suplementos
157436,Cosmética y Belleza,Facial,Hidratantes
157437,Cosmética y Belleza,Facial,Maquillajes
157438,Higiene y cuidado personal,Íntima,Limpieza
157439,Cosmética y Belleza,Facial,Maquillajes
157443,Higiene y cuidado personal,Cabello,Champu
157444,Higiene y cuidado personal,Cabello,Mascarillas
157445,Higiene y cuidado personal,Cabello,Peinado y tratamiento
157450,Cosmética y Belleza,Facial,Hidratantes
157455,Cosmética y Belleza,Corporal,Hidratación
157456,Cosmética y Belleza,Corporal,Hidratación
157515,Higiene y cuidado personal,Dental,Colutorios
157522,Salud,Aparato Respiratorio,Garganta y tos
157523,Higiene y cuidado personal,Nariz y oído,Tapones y protección
157532,Cosmética y Belleza,Corporal,Piel Seca y atópica
157542,Higiene y cuidado personal,Íntima,Limpieza
157545,Higiene y cuidado personal,Corporal,Exfoliantes
"157553,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"157554,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"157555,Salud,Botiquín,""Apósitos, tiritas y gasas"""
"157581,Salud,""Huesos, articulaciones y músculos"",Recuperación muscular"
157588,Higiene y cuidado personal,Dental,Colutorios
157644,Cosmética y Belleza,Facial,Hidratantes
157651,Cosmética y Belleza,Facial,Hidratantes
157654,Higiene y cuidado personal,Dental,Dentífricos
157655,Higiene y cuidado personal,Dental,Dentífricos
157682,Salud,Trastornos digestivos ,Flora intestinal y digestión
157684,Salud,Trastornos digestivos ,
157703,Higiene y cuidado personal,Dental,Cepillos
157704,Higiene y cuidado personal,Dental,Cepillos
157706,Higiene y cuidado personal,Dental,Cepillos
157723,Cosmética y Belleza,Uñas,Pintauñas
157742,Higiene y cuidado personal,Corporal,Pastilla de Jabón
157771,Infantil,Higiene infantil,Pieles Atópicas
157809,Cosmética y Belleza,Sol,Protectores solares
157810,Cosmética y Belleza,Sol,After-Sun
157818,Cosmética y Belleza,Facial,Piel Seca
157843.azuama,Infantil,Accesorios de alimentación,Cubiertos
157843.Rosa,Infantil,Accesorios de alimentación,Vajillas Infantiles
157845,Cosmética y Belleza,Labial,Herpes Labial
"157846,Salud,Botiquín,""Apósitos, tiritas y gasas"""
157897,Salud,Aparato Respiratorio,Garganta y tos
157898,Salud,Trastornos digestivos ,
157908,Salud,Trastornos digestivos ,Gases
"157930,Salud,Botiquín,""Apósitos, tiritas y gasas"""
157933,Salud,Problemas cardiovasculares y circulación,Colesterol
157947,Cosmética y Belleza,Corporal,Celulitis
157951,Higiene y cuidado personal,Pies,Hidratantes Pies
157996,Cosmética y Belleza,Sol,After-Sun
158022,Higiene y cuidado personal,Nariz y oído,Limpieza
158111,Cosmética y Belleza,Facial,Maquillajes
158117,Cosmética y Belleza,Ojos,Pestañas
158153,Salud,Aparato Respiratorio,Garganta y tos
158159,Salud,Trastornos digestivos ,Estreñimiento
158162,Higiene y cuidado personal,Nariz y oído,Tapones y protección
158171,Higiene y cuidado personal,Dental,Cepillos
158184,Cosmética y Belleza,Labial,Hidratantes Labiales
158212,Salud,Botiquín,Quemaduras y cicatrices
158222,Salud,Mujer,Bienestar de la mujer
158241,Higiene y cuidado personal,Dental,Prótesis Dentales
158242,Higiene y cuidado personal,Dental,Prótesis Dentales
158243,Higiene y cuidado personal,Dental,Prótesis Dentales
158244,Higiene y cuidado personal,Dental,Prótesis Dentales
158246,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
158277,Higiene y cuidado personal,Íntima,Limpieza
158278,Higiene y cuidado personal,Corporal,Desodorantes
158290,Higiene y cuidado personal,Nariz y oído,Limpieza
158293,Higiene y cuidado personal,Nariz y oído,Limpieza
158351,Salud,Problemas cardiovasculares y circulación,Colesterol
158359,Higiene y cuidado personal,Pies,Limas y durezas
158369,Salud,Óptica,Salud ocular
158370,Salud,Óptica,Salud ocular
158371,Salud,Óptica,Salud ocular
158377,Infantil,Biberones,Biberones
158383,Infantil,Biberones,Tetinas
158385,Infantil,Biberones,Tetinas
158388,Infantil,Biberones,Tetinas
158389,Infantil,Biberones,Tetinas
